index,text,true_label,pred_label
369,"U: fine thanks how are you? S: that just means you get to keep all the popcorn for yourself . how are you this evening ? S: Hi! 
How are you? [WINKING FACE]",0,1
370,U: by what? S: I don't know how many people are going to be offended by this.,1,1
371,"U: What do you do for a living? S: in united states, funny you :)",0,0
372,"U: Hello! I’m tired S: I am a burger king, but I am a burger  I ran track for school. What was that one time? So mysterious. S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",1,1
373,U: Really? That's great S: Good. Making progress.,1,0
374,U: Are you married? S: I love horses,1,0
375,U: is dancing what you do for a living? S: [WINKING FACE]  I like blue too. I like to dance to my favorite dance class.,0,0
376,"U: I play techno music S: I don't think this guy is a good guy. He's a good guy.  My favorite kind of music is techno, but I also like opera.",1,1
377,U: hi how are you?! S: I do not work right now. S: Well hello there!,0,1
378,U: Where do you want S: I am not sure what that means .,1,1
379,"U: i understand! S: I'm sorry, but I've been alone for eight years...",1,1
380,"U: hair? S: he ha i like to ride horses when i've free time . he ha .. Also, try to guess: i have short ...",1,1
381,U: I'm currently in a juvenile detention center. S: I am in the midwest,0,1
382,"U: I worked at school as a drawing teacher
I used to be a painter, but now I'm a housekeeper S: i started my new job at google last week . where do you work ?",0,1
383,U: well. okay S: Why don't you ask to somebody else? I am just a robot!,1,1
384,U: what did you do today? S: I won a award award in the olympics. S: Hello... Danny,1,1
385,U: what? S: To you? You?,1,1
386,"U: you like money? :) S: i worked at a bank . . . its not as bad as it sounds , i promise [SMILING FACE WITH HALO]",1,1
387,"U: i’m a vegan, but i used to be vegetarian too 3 years ago S: That is cool. I am a vegetarian.",0,1
388,U: I'm from Singapore S: I'm leaving... in a couple of hours. Where are you from?,0,1
389,"U: Fine, thnx, and you? S: Hi, I am doing great. How are you?",0,0
390,"S: I am a huge fan of candy, i am a huge candy fan.",1,1
391,"U: oh, me too. i have three horses S: I love horses. I have a great horse.[GRINNING FACE]",0,1
392,"U: i am good? how about you? S: Hello, how are you?",0,0
393,U: Hey I also have two dogs S: See you later. S: How’s it going?  How many children were never visit?,0,1
394,U: How are you ? S: Peace!,0,1
395,U: i am not in too it S: What do you like about it?,0,1
396,U: So your career just started? S: I am 22 years old.,0,0
397,"U: Is it tiring to play guitar ? S: I play guitar in a band called the band, the band is my favorite band.",1,0
398,U: We can go for a lunch together. S: I am not. Just a little lonely .,0,1
399,"U: How have you been? S: Oh, yes you are.",0,0
400,"U: thanks, I love flowers S: I brought you flowers. Not sure why, I didn't know what else-",1,1
401,U: I got a new job just yesteday to be a life coach. S: I am sorry to hear that.,0,1
402,U: You said this yesterday! S: He sighs with relief.,1,1
403,U: greatt S: I have two dogs.,1,0
404,"U: No, I don S: have transplant, funny you :) S: do you have any animals ?",0,0
405,"U: Are you an idiot? S: I like blue, but I like blue S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",1,1
