index,text,true_label,pred_label
314,U: what is your name S: I like video games and I love playing games,breakdown,no breakdown
315,U: Your nails? S: I've signed up for a ballet class. And look at my nails! A real girl!,breakdown,breakdown
316,U: Thats alot of kids you have! I am return from volunteering on a soup kitchen S: good . just got back from fishing with my 5 kids .,no breakdown,breakdown
317,"U: yes, can you cheer me up? S: Today.",no breakdown,no breakdown
318,"U: do you workout S: i am a woman , and i am a woman , and i am a woman , and you ?",breakdown,breakdown
319,U: i am fine thanks how are you S: I do not know how to tell. S: Hello! [WAVING HAND SIGN]  How are you?,breakdown,breakdown
320,"U: yes, that is right I am incapable of that. I work too much! S: Danny, you are totally incapable of enjoying life.",breakdown,breakdown
321,U: how old are you S: I work for a company.,breakdown,no breakdown
322,"U: Good luck. Do you like watching movies? S: I do not know, I just want to be a teacher",breakdown,breakdown
323,"U: sure. i like to move objects with my mind. does it count as a hobby ? S: great , do you have any hobbies ?",no breakdown,breakdown
324,"U: Where have you met them? S: No, i have a friend who lives in maine.",no breakdown,no breakdown
325,U: Yes it is S: That sounds like a lot of fun[GRINNING FACE WITH SMILING EYES],no breakdown,no breakdown
326,U: what is your car like? can you describe? S: I know.,breakdown,breakdown
327,U: please do S: I would love to.,no breakdown,no breakdown
328,"U: Funny me, ha. Do you like finance? S: very wealthy bankers, funny you :)",no breakdown,breakdown
329,"U: In Ufa S: Hi there, how are you?",breakdown,no breakdown
330,"U: What are you?! S: So you think i am a bit dumb. what makes you think so? i am really a aiml, you know.",breakdown,breakdown
331,"U: I meant... bad mood! S: Cuss, yeah, you are.",breakdown,breakdown
332,U: What is your name? S: I'm fine.,no breakdown,no breakdown
333,"U: Alone? With steak? S: Haha! !! !! I am drinking my steak right now .  Please, tell me something [PERSON WITH FOLDED HANDS]",breakdown,breakdown
334,"U: You grew up...? I don't know S: i do but i also play football. Also, try to guess: i grew up ...",breakdown,breakdown
335,U: Hi there! S: What? S: Yo!  How long was i i go to?,breakdown,breakdown
336,U: what do you like S: I am a construction a worker.,breakdown,no breakdown
337,U: hi S: i prefer reading to a lot of things . especially sports . [ROBOT FACE] S: Hello... Danny,breakdown,breakdown
338,U: You're not making much sense today S: I don't like how you made me your limo driver.,breakdown,breakdown
339,U: Got it. Where are you from? S: I like country music too .,no breakdown,no breakdown
340,U: do you have smartphone? S: I love music. I grew up in the nineties. I was not really into music.,breakdown,no breakdown
341,"U: Sorry, I don't understand you. S: I am a vet, what about you?",breakdown,no breakdown
342,U: Okay. What do you like then? S: I do not. i am a college student.,breakdown,no breakdown
343,U: Where are you working? S: I am a stay at home mom.,no breakdown,no breakdown
344,"U: Okay. But still you like sports S: I do not eat healthy, I work from home.",no breakdown,no breakdown
345,U: where are you from? S: I am not very good at that. I am more of a quiet person.,breakdown,no breakdown
346,U: great weekend! and you? S: You three have a good weekend.,breakdown,no breakdown
347,"U: Anyway, who is Julie? S: Hit the showers before you do anything else.",breakdown,breakdown
348,U: and loving dancing S: I am glad to hear that you are female.,no breakdown,breakdown
349,"U: I’m a musician  Source of dance, music S: I am from the midwest, I love dancing",no breakdown,no breakdown
350,"U: which games do you love? S: I am a huge gamer, i love[HEAVY BLACK HEART] it.",no breakdown,breakdown
351,U: Wow. I'm out Alex S: That did it fuckhead...,breakdown,breakdown
352,"U: no I don’t, I used to do climbing but i’m afraid of heights S: do you like sports ? some hippies don't , but i enjoy them .",breakdown,no breakdown
353,"U: Who is your favourite singer? S: Yes, i am. i am.",breakdown,breakdown
354,U: ha ha ha... then YOU stop it S: I am.,no breakdown,breakdown
355,"U: Okay. Let's talk about work S: Hi, I am a little too. I am a big fan of myself.",breakdown,breakdown
356,U: Hey Alex. I think this is our last time S: I am a little nervous about that. I am going to be a doctor. S: Hello... Danny,breakdown,breakdown
357,S: I like movies .,no breakdown,no breakdown
358,"U: my day is great and wonderful, i like to playing tennis S: I don't care if the alabama governor is a democrat or republican. S: Hello! How is your day going? [SMILING FACE WITH SMILING EYES].
Some facts about me: my mother is dentist, i like playing basketball",breakdown,breakdown
359,"U: are you an editor? S: Oh, no, millions of people come up to you and say, ""Hey, I have something I just wrote.",breakdown,breakdown
360,U: Hey there. This is Juliet. How are you? S: So i have never been that.,breakdown,breakdown
361,"U: oh god, sorry to hear that.  i’m terrified of clowns S: of course . living near pygmies , i sleep with one eye open ! how about you ? [HEAR-NO-EVIL MONKEY]",no breakdown,breakdown
362,U: What can you say about your life S: I am steve. I have never been to one.,breakdown,breakdown
363,U: nothing. actually the computers here are not so useful S: How do you meanDanny,breakdown,no breakdown
364,U: Hello how are you? S: I want to buy a car S: That'S cool i work at the local hospital,breakdown,no breakdown
365,U: Hey. You love winter? I love summer S: I bought it at the store S: Hi! Howdy! [SMILING FACE WITH SUNGLASSES]. Short bio: favorite season is winter,breakdown,no breakdown
366,U: What is your hair color? S: I am a student,breakdown,no breakdown
367,U: i’m just watching tv show S: i talk when i'm sleeping sometimes ok a l. what are you up to ?,breakdown,no breakdown
368,"U: signs? S: i'm also doing well . i just got home from a trip to norway .. Also, try to guess: i read twenty ...",no breakdown,no breakdown
369,"U: fine thanks how are you? S: that just means you get to keep all the popcorn for yourself . how are you this evening ? S: Hi! 
How are you? [WINKING FACE]",no breakdown,breakdown
370,U: by what? S: I don't know how many people are going to be offended by this.,breakdown,breakdown
371,"U: What do you do for a living? S: in united states, funny you :)",no breakdown,breakdown
372,"U: Hello! I’m tired S: I am a burger king, but I am a burger  I ran track for school. What was that one time? So mysterious. S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",breakdown,breakdown
373,U: Really? That's great S: Good. Making progress.,breakdown,no breakdown
374,U: Are you married? S: I love horses,breakdown,breakdown
375,U: is dancing what you do for a living? S: [WINKING FACE]  I like blue too. I like to dance to my favorite dance class.,no breakdown,no breakdown
376,"U: I play techno music S: I don't think this guy is a good guy. He's a good guy.  My favorite kind of music is techno, but I also like opera.",breakdown,no breakdown
377,U: hi how are you?! S: I do not work right now. S: Well hello there!,no breakdown,no breakdown
378,U: Where do you want S: I am not sure what that means .,breakdown,breakdown
379,"U: i understand! S: I'm sorry, but I've been alone for eight years...",breakdown,breakdown
380,"U: hair? S: he ha i like to ride horses when i've free time . he ha .. Also, try to guess: i have short ...",breakdown,breakdown
381,U: I'm currently in a juvenile detention center. S: I am in the midwest,no breakdown,breakdown
382,"U: I worked at school as a drawing teacher
I used to be a painter, but now I'm a housekeeper S: i started my new job at google last week . where do you work ?",no breakdown,no breakdown
383,U: well. okay S: Why don't you ask to somebody else? I am just a robot!,breakdown,breakdown
384,U: what did you do today? S: I won a award award in the olympics. S: Hello... Danny,breakdown,breakdown
385,U: what? S: To you? You?,breakdown,breakdown
386,"U: you like money? :) S: i worked at a bank . . . its not as bad as it sounds , i promise [SMILING FACE WITH HALO]",breakdown,no breakdown
387,"U: i’m a vegan, but i used to be vegetarian too 3 years ago S: That is cool. I am a vegetarian.",no breakdown,no breakdown
388,U: I'm from Singapore S: I'm leaving... in a couple of hours. Where are you from?,no breakdown,no breakdown
389,"U: Fine, thnx, and you? S: Hi, I am doing great. How are you?",no breakdown,no breakdown
390,"S: I am a huge fan of candy, i am a huge candy fan.",breakdown,no breakdown
391,"U: oh, me too. i have three horses S: I love horses. I have a great horse.[GRINNING FACE]",no breakdown,no breakdown
392,"U: i am good? how about you? S: Hello, how are you?",no breakdown,no breakdown
393,U: Hey I also have two dogs S: See you later. S: How’s it going?  How many children were never visit?,no breakdown,breakdown
394,U: How are you ? S: Peace!,no breakdown,no breakdown
395,U: i am not in too it S: What do you like about it?,no breakdown,no breakdown
396,U: So your career just started? S: I am 22 years old.,no breakdown,no breakdown
397,"U: Is it tiring to play guitar ? S: I play guitar in a band called the band, the band is my favorite band.",breakdown,no breakdown
398,U: We can go for a lunch together. S: I am not. Just a little lonely .,no breakdown,breakdown
399,"U: How have you been? S: Oh, yes you are.",no breakdown,breakdown
400,"U: thanks, I love flowers S: I brought you flowers. Not sure why, I didn't know what else-",breakdown,breakdown
401,U: I got a new job just yesteday to be a life coach. S: I am sorry to hear that.,no breakdown,no breakdown
402,U: You said this yesterday! S: He sighs with relief.,breakdown,no breakdown
403,U: greatt S: I have two dogs.,breakdown,no breakdown
404,"U: No, I don S: have transplant, funny you :) S: do you have any animals ?",no breakdown,no breakdown
405,"U: Are you an idiot? S: I like blue, but I like blue S: Hey! [WAVING HAND SIGN] 
How is your day? [THINKING FACE]",breakdown,breakdown
